Departmets|Groups|Job Type|Marital Status|Age|Business Unit|Hire Date|Emp.Type|Sick Days|Balance Days|Years in current role|Years since last promition|Education|Job Involvement|Job Satisfaction|Performance Rating|Relationship Satisfaction|WorkLife Balance|Last Name|Gender|Salary|Job Classification
Customer Service|Group D|Part Time|Divorced|25|Houston|11/08/2017|Active|10|16|2 Years|2 Years|Bachelor|Medium|Low|Outstanding|High|Bad|Beasley|Male|96980|White Collar
Quality Assurance|Group B|Part Time|Divorced|28|New York City|01/17/2015|Non Active|4|16|3 Years|2 Years|Doctor|Medium|Low|Outstanding|High|Better|Gross|Female|108524|Blue Collar
Quality Assurance|Group C|Part Time|Married|61|New York City|09/06/2018|Active|4|14|2 Years|1 Year|Masters|Very High|Low|Low|Low|Better|Obrien|Male|114589|Other
Asset Management|Group B|Full Time|Married|33|New York City|04/19/2013|Non Active|5|19|1 Year|3 Years|Bachelor|Very High|Low|Outstanding|Medium|Good|Henry|Male|95386|Other
Payroll|Group A|Part Time|Divorced|48|Houston|11/27/2014|Non Active|8|6|1 Year|2 Years|College|Very High|High|Outstanding|Medium|Bad|Day|Female|114910|Blue Collar
Finances|Group A|Part Time|Married|58|New York City|01/18/2017|Active|7|19|1 Year|3 Years|Bachelor|Medium|Very High|Outstanding|Low|Better|Clemons|Male|86551|White Collar
Customer Service|Group A|Full Time|Married|26|Houston|03/27/2015|Active|2|15|3 Years|2 Years|Bachelor|Very High|Medium|Excellent|Very High|Best|Jacobs|Female|83376|Other
Media Relations|Group B|Part Time|Single|61|Seattle|09/18/2015|Non Active|1|9|1 Year|3 Years|College|Medium|Very High|Excellent|Medium|Bad|Murphy|Female|79715|Blue Collar
Finances|Group B|Full Time|Single|35|Seattle|03/21/2018|Non Active|4|8|3 Years|1 Year|College|Low|Medium|Good|Medium|Good|Mcguire|Male|106543|Blue Collar
Finances|Group C|Part Time|Single|26|Los Angeles|03/28/2014|Active|6|19|3 Years|1 Year|Masters|Medium|Low|Good|Low|Good|Duncan|Male|109551|White Collar
Payroll|Group D|Part Time|Divorced|44|Houston|12/16/2018|Active|2|11|1 Year|1 Year|Bachelor|Very High|Medium|Good|Low|Better|Morrison|Male|88511|Other
Customer Service|Group B|Full Time|Divorced|61|Los Angeles|04/05/2014|Active|9|15|3 Years|3 Years|Masters|High|Very High|Excellent|High|Best|Bird|Male|119680|Other
Advertising|Group A|Part Time|Single|42|Los Angeles|12/05/2015|Active|10|8|1 Year|1 Year|Doctor|Medium|Low|Outstanding|Medium|Better|Wells|Male|108970|White Collar
Finances|Group D|Full Time|Divorced|24|Los Angeles|08/16/2015|Active|2|5|2 Years|2 Years|College|Very High|Low|Excellent|Low|Bad|Booker|Male|94749|Other
Tech Support|Group A|Part Time|Divorced|40|New York City|12/13/2015|Active|11|5|2 Years|1 Year|Bachelor|Very High|Low|Excellent|High|Bad|Curtis|Male|97966|Other
Payroll|Group C|Part Time|Divorced|65|Los Angeles|03/31/2016|Non Active|5|18|2 Years|3 Years|Bachelor|Medium|Medium|Low|High|Bad|Weaver|Female|78600|Other
Accounting|Group B|Full Time|Single|31|Seattle|04/12/2014|Non Active|3|14|1 Year|2 Years|Bachelor|Medium|Low|Excellent|Low|Good|Lowery|Female|100930|White Collar
Payroll|Group B|Full Time|Married|37|Houston|04/15/2017|Active|5|20|3 Years|3 Years|Doctor|High|High|Low|High|Best|Rutledge|Male|84991|Blue Collar
Quality Assurance|Group D|Part Time|Single|41|Los Angeles|04/19/2016|Active|4|11|2 Years|2 Years|College|Medium|Medium|Outstanding|Medium|Best|Lyons|Female|81893|Blue Collar
Accounting|Group A|Full Time|Married|34|Houston|04/24/2014|Active|2|17|1 Year|1 Year|Bachelor|Medium|Very High|Excellent|Very High|Best|Vance|Female|78916|Other
Customer Service|Group A|Full Time|Divorced|47|New York City|10/29/2014|Non Active|9|7|2 Years|1 Year|Bachelor|Very High|High|Outstanding|Low|Good|Walsh|Female|85622|White Collar
Legal Department|Group D|Part Time|Divorced|35|New York City|06/28/2018|Active|1|15|3 Years|3 Years|Masters|Medium|Low|Outstanding|Medium|Better|Owen|Male|83400|White Collar
Media Relations|Group D|Part Time|Single|38|Houston|11/15/2014|Non Active|7|5|1 Year|1 Year|College|Low|Medium|Outstanding|Very High|Bad|Lott|Female|73645|White Collar
Advertising|Group C|Part Time|Married|24|Seattle|11/30/2015|Non Active|11|7|3 Years|2 Years|Masters|Medium|Medium|Excellent|Medium|Good|Martinez|Male|73786|White Collar
Public Relations|Group D|Part Time|Single|61|New York City|04/11/2017|Active|12|8|1 Year|1 Year|Bachelor|Very High|High|Good|Medium|Good|Cruz|Male|82439|Other
Human Resources|Group A|Part Time|Divorced|26|New York City|07/07/2017|Non Active|2|17|2 Years|2 Years|College|Low|Low|Excellent|Low|Better|Frye|Male|87418|Other
Finances|Group C|Full Time|Single|53|Seattle|04/09/2016|Active|11|18|2 Years|3 Years|Masters|Medium|Medium|Low|Medium|Good|Brady|Female|79639|Other
Finances|Group A|Part Time|Divorced|46|Houston|08/06/2015|Non Active|11|14|3 Years|2 Years|Masters|Low|Very High|Low|Low|Best|Wilkerson|Male|108624|Blue Collar
Asset Management|Group A|Full Time|Married|42|Los Angeles|01/28/2015|Non Active|6|17|3 Years|2 Years|College|High|Medium|Outstanding|Low|Bad|Jensen|Female|107376|White Collar
Accounting|Group C|Part Time|Single|64|Houston|05/10/2013|Active|9|19|1 Year|1 Year|College|Very High|Very High|Good|High|Best|Clemons|Female|96036|Other
Quality Assurance|Group A|Part Time|Single|53|Seattle|02/02/2014|Non Active|1|12|3 Years|1 Year|College|High|High|Low|Very High|Better|Howe|Female|109640|Blue Collar
Quality Assurance|Group C|Full Time|Married|29|New York City|01/28/2013|Active|8|7|2 Years|1 Year|College|Medium|Very High|Low|Medium|Good|Mcmahon|Male|118022|Other
Customer Service|Group D|Full Time|Married|38|New York City|11/28/2013|Active|4|15|3 Years|1 Year|Doctor|Low|Low|Excellent|Low|Best|Wall|Male|112283|Other
Payroll|Group C|Full Time|Married|45|Seattle|03/29/2018|Active|5|13|3 Years|1 Year|College|High|Medium|Good|Medium|Better|Sears|Male|91195|White Collar
Quality Assurance|Group A|Full Time|Single|24|Houston|07/04/2013|Active|8|16|2 Years|2 Years|Doctor|Medium|Low|Outstanding|Very High|Better|Garrett|Female|86145|Other
Tech Support|Group C|Full Time|Divorced|44|Seattle|07/31/2017|Active|6|17|1 Year|3 Years|College|Very High|High|Good|Medium|Bad|French|Female|85004|White Collar
Public Relations|Group C|Part Time|Divorced|63|Houston|10/25/2016|Non Active|10|10|3 Years|1 Year|Bachelor|Medium|Very High|Low|Very High|Bad|Robertson|Female|102906|White Collar
Payroll|Group C|Part Time|Married|62|Los Angeles|06/08/2015|Active|6|13|1 Year|1 Year|College|High|Low|Excellent|Low|Bad|Levy|Male|112246|White Collar
Quality Assurance|Group C|Full Time|Married|40|Houston|05/08/2018|Active|1|7|2 Years|3 Years|Masters|High|Low|Excellent|Medium|Better|Mccarty|Male|90409|White Collar
Asset Management|Group D|Part Time|Divorced|34|Houston|11/14/2018|Active|8|16|3 Years|3 Years|Masters|Low|Medium|Excellent|Very High|Good|Charles|Male|111057|White Collar
Research and Development|Group D|Part Time|Married|53|Los Angeles|08/07/2014|Active|9|13|3 Years|3 Years|Masters|Very High|Very High|Low|Medium|Best|Mathews|Male|79395|Other
Tech Support|Group C|Full Time|Single|26|New York City|08/29/2013|Non Active|8|7|1 Year|1 Year|Masters|Medium|Very High|Low|Low|Best|Cherry|Male|113201|Other
Advertising|Group A|Full Time|Married|36|New York City|05/12/2013|Active|6|8|1 Year|2 Years|College|High|High|Outstanding|Very High|Better|Whitley|Female|74469|White Collar
Media Relations|Group C|Part Time|Married|39|Seattle|07/28/2015|Non Active|10|7|2 Years|1 Year|Masters|Very High|Medium|Low|Medium|Good|Nunez|Male|70108|White Collar
Advertising|Group D|Part Time|Married|65|Seattle|02/21/2014|Non Active|4|6|2 Years|1 Year|Masters|Very High|Very High|Excellent|Low|Bad|Conner|Female|108554|White Collar
Tech Support|Group B|Full Time|Single|40|Seattle|07/19/2018|Active|6|7|3 Years|2 Years|College|Low|High|Good|Very High|Good|Gray|Male|91234|Blue Collar
Customer Service|Group D|Full Time|Married|54|Seattle|05/31/2013|Active|1|7|3 Years|2 Years|Masters|Very High|Very High|Outstanding|Low|Bad|Thomas|Male|100130|Other
Public Relations|Group B|Full Time|Married|54|Houston|03/02/2013|Active|1|14|2 Years|3 Years|College|Very High|Low|Good|Low|Better|Newton|Female|93861|White Collar
Human Resources|Group A|Part Time|Divorced|46|New York City|05/13/2017|Non Active|6|5|2 Years|3 Years|Masters|Very High|High|Good|Very High|Good|Burnett|Male|113130|Other
Research and Development|Group A|Full Time|Divorced|29|New York City|07/10/2016|Active|8|13|1 Year|2 Years|Masters|Low|High|Outstanding|Very High|Good|Neal|Female|87349|White Collar
Payroll|Group D|Full Time|Divorced|27|Los Angeles|03/15/2018|Non Active|7|8|2 Years|1 Year|Bachelor|Medium|Medium|Excellent|High|Better|Fischer|Female|90678|Blue Collar
Quality Assurance|Group D|Part Time|Divorced|45|Los Angeles|04/14/2013|Active|9|5|2 Years|3 Years|Masters|Medium|High|Excellent|High|Best|Dyer|Male|117306|Other
Quality Assurance|Group C|Full Time|Married|41|Houston|06/03/2017|Non Active|4|17|3 Years|2 Years|Masters|High|High|Outstanding|Low|Better|Lester|Male|73998|Other
Customer Relations|Group B|Full Time|Married|36|Houston|07/12/2015|Active|4|9|3 Years|3 Years|Doctor|Medium|Medium|Good|Medium|Good|Russell|Female|96028|Other
Payroll|Group B|Part Time|Married|62|Seattle|10/06/2015|Active|11|8|1 Year|3 Years|College|Very High|Very High|Good|Low|Best|Gillespie|Male|108337|Other
Public Relations|Group B|Part Time|Single|35|Houston|09/18/2014|Active|10|5|3 Years|2 Years|Bachelor|Low|Very High|Excellent|Very High|Good|Pennington|Female|93767|White Collar
Quality Assurance|Group A|Full Time|Divorced|46|Houston|01/23/2018|Active|12|18|3 Years|2 Years|College|Low|High|Good|Very High|Better|Gamble|Male|100819|Other
Advertising|Group A|Part Time|Single|33|Los Angeles|03/25/2017|Non Active|7|8|1 Year|2 Years|Bachelor|High|Very High|Low|Low|Good|Valentine|Male|117113|White Collar
Human Resources|Group C|Part Time|Divorced|35|New York City|11/24/2018|Active|10|17|1 Year|2 Years|College|Very High|Medium|Outstanding|High|Bad|Christensen|Male|113999|Blue Collar
Tech Support|Group C|Full Time|Divorced|64|New York City|07/07/2016|Non Active|4|14|1 Year|2 Years|Masters|Medium|Very High|Outstanding|Low|Bad|Garrison|Male|88657|White Collar
Customer Service|Group C|Part Time|Married|41|Los Angeles|05/09/2016|Active|10|7|3 Years|1 Year|Doctor|Medium|Very High|Excellent|Low|Good|Dalton|Male|117181|White Collar
Accounting|Group A|Full Time|Divorced|60|Seattle|05/14/2014|Non Active|3|12|1 Year|3 Years|College|Medium|Very High|Good|Low|Better|Tillman|Female|106909|Other
Legal Department|Group B|Part Time|Divorced|57|Seattle|04/06/2013|Non Active|7|8|2 Years|3 Years|College|Low|Very High|Excellent|High|Bad|Campos|Male|112464|White Collar
Tech Support|Group B|Part Time|Single|34|Seattle|07/19/2014|Non Active|3|17|2 Years|3 Years|Bachelor|Very High|Very High|Excellent|Medium|Best|Mcfadden|Female|77489|Other
Advertising|Group A|Part Time|Divorced|63|Houston|02/14/2013|Active|6|19|3 Years|3 Years|Doctor|Very High|Medium|Outstanding|Very High|Better|Mcdonald|Female|104801|Other
Research and Development|Group D|Full Time|Married|62|Houston|06/24/2013|Non Active|11|12|2 Years|1 Year|Masters|Medium|High|Excellent|High|Best|Savage|Male|86429|Other
Accounting|Group A|Full Time|Divorced|64|New York City|04/08/2015|Non Active|12|8|2 Years|2 Years|Doctor|High|Very High|Outstanding|Very High|Best|Mclaughlin|Female|101483|Blue Collar
Sales and Marketing|Group D|Full Time|Married|47|Los Angeles|08/09/2015|Active|10|11|2 Years|2 Years|Masters|Low|Medium|Good|High|Best|Reed|Male|105301|White Collar
Media Relations|Group C|Full Time|Divorced|50|Houston|05/11/2018|Non Active|9|18|3 Years|2 Years|Bachelor|Low|Very High|Low|Medium|Good|Sandoval|Female|119830|White Collar
Legal Department|Group B|Full Time|Married|62|Houston|08/02/2013|Non Active|5|10|1 Year|1 Year|Masters|Low|Low|Low|High|Good|Carlson|Female|86071|Other
Public Relations|Group C|Full Time|Single|44|Houston|03/11/2017|Active|10|9|2 Years|2 Years|Bachelor|Low|Medium|Excellent|Medium|Good|Keith|Male|79340|Other
Human Resources|Group C|Full Time|Married|43|Houston|04/23/2016|Active|6|18|3 Years|1 Year|Doctor|High|Low|Good|Very High|Good|Deleon|Female|101453|White Collar
Customer Service|Group C|Full Time|Single|42|Seattle|03/28/2016|Active|6|15|3 Years|3 Years|Doctor|Medium|Medium|Good|Medium|Good|Benjamin|Male|107406|Blue Collar
Customer Service|Group D|Full Time|Married|37|New York City|06/23/2018|Active|2|20|1 Year|1 Year|Masters|Low|Medium|Outstanding|Low|Best|Dalton|Male|87165|White Collar
Human Resources|Group A|Part Time|Married|35|Houston|12/01/2018|Active|1|13|2 Years|1 Year|Doctor|Very High|Medium|Low|Low|Bad|Bentley|Male|115390|Other
Customer Service|Group D|Part Time|Married|32|Los Angeles|11/20/2017|Non Active|9|6|3 Years|2 Years|Bachelor|Low|High|Outstanding|High|Better|French|Female|101900|Other
Asset Management|Group B|Part Time|Divorced|50|New York City|01/10/2018|Non Active|2|8|3 Years|1 Year|Doctor|Medium|High|Low|Very High|Best|Burch|Male|74970|White Collar
Advertising|Group B|Part Time|Divorced|46|Houston|10/07/2015|Non Active|6|18|1 Year|2 Years|College|Very High|High|Low|High|Better|Sullivan|Female|119308|White Collar
Asset Management|Group B|Part Time|Divorced|28|Los Angeles|12/17/2018|Active|12|18|1 Year|3 Years|Bachelor|Very High|Low|Good|Medium|Bad|Melton|Male|117288|White Collar
Human Resources|Group B|Full Time|Single|30|Seattle|05/19/2013|Active|1|12|1 Year|1 Year|Bachelor|Medium|High|Good|Low|Bad|Morrow|Male|111000|Blue Collar
Human Resources|Group D|Full Time|Single|39|Los Angeles|03/28/2018|Active|4|19|3 Years|3 Years|Bachelor|Very High|Low|Good|Medium|Good|Small|Male|104698|Blue Collar
Finances|Group C|Full Time|Married|61|Seattle|02/24/2014|Active|1|16|2 Years|3 Years|Doctor|High|High|Good|Medium|Best|Wyatt|Male|100117|Blue Collar
Sales and Marketing|Group A|Part Time|Single|42|Houston|08/09/2018|Non Active|8|9|3 Years|3 Years|College|Medium|Very High|Good|High|Good|Jensen|Female|113035|Other
Customer Service|Group B|Full Time|Divorced|58|Los Angeles|09/11/2016|Non Active|6|12|3 Years|2 Years|Doctor|Medium|Very High|Excellent|High|Good|Little|Female|74406|Other
Sales and Marketing|Group C|Part Time|Divorced|49|Houston|12/31/2016|Non Active|4|18|2 Years|1 Year|Bachelor|Medium|Low|Excellent|High|Bad|Nelson|Female|93460|Other
Media Relations|Group C|Part Time|Divorced|29|New York City|12/11/2013|Non Active|5|17|3 Years|1 Year|Masters|Very High|Medium|Low|Medium|Better|Thornton|Female|111873|Blue Collar
Legal Department|Group B|Part Time|Single|32|Seattle|12/23/2017|Active|4|9|2 Years|3 Years|Bachelor|Very High|Low|Outstanding|Low|Bad|Clayton|Male|102413|Blue Collar
Legal Department|Group D|Part Time|Single|26|Seattle|01/09/2014|Active|2|15|1 Year|2 Years|Doctor|Low|Low|Low|High|Better|Michael|Female|104546|White Collar
Human Resources|Group B|Full Time|Married|65|Los Angeles|11/10/2015|Active|7|5|3 Years|2 Years|Masters|Medium|Very High|Low|High|Best|Salas|Female|70429|White Collar
Research and Development|Group B|Part Time|Divorced|40|Seattle|02/16/2016|Active|2|7|2 Years|1 Year|Masters|Medium|High|Excellent|Low|Good|Trevino|Female|114248|Other
Legal Department|Group B|Part Time|Single|62|Houston|12/08/2013|Non Active|10|11|3 Years|1 Year|College|Low|Medium|Good|Low|Good|Santana|Female|98706|Other
Payroll|Group D|Part Time|Divorced|62|Los Angeles|02/18/2016|Active|3|17|2 Years|2 Years|Doctor|Very High|Very High|Outstanding|High|Best|Johns|Female|95790|White Collar
Payroll|Group A|Full Time|Married|50|New York City|07/19/2016|Non Active|8|15|1 Year|2 Years|College|Medium|Low|Low|Very High|Better|Beach|Male|96177|White Collar
Quality Assurance|Group C|Part Time|Single|38|Houston|05/09/2015|Non Active|5|14|1 Year|3 Years|Masters|Low|Low|Good|Very High|Bad|Reese|Female|108826|White Collar
Advertising|Group B|Full Time|Single|24|New York City|11/20/2018|Non Active|3|13|2 Years|1 Year|College|High|Low|Low|High|Bad|Pollard|Male|119022|Blue Collar
Payroll|Group A|Full Time|Divorced|57|Seattle|07/01/2014|Non Active|9|20|3 Years|2 Years|Masters|Low|Medium|Low|Medium|Better|Hogan|Male|82329|White Collar
Research and Development|Group D|Part Time|Divorced|46|New York City|11/27/2013|Non Active|9|17|2 Years|1 Year|Bachelor|High|Very High|Good|Very High|Best|Bonner|Female|118882|Blue Collar
Advertising|Group A|Full Time|Single|57|Seattle|04/26/2015|Non Active|9|15|2 Years|3 Years|Masters|High|Very High|Good|Low|Better|Mcfarland|Male|107328|Other
Research and Development|Group A|Full Time|Married|55|Seattle|02/14/2014|Non Active|4|14|2 Years|1 Year|Masters|Low|Low|Outstanding|Medium|Better|Wolf|Female|75395|White Collar
Research and Development|Group B|Part Time|Single|53|Houston|07/21/2015|Non Active|2|5|1 Year|3 Years|Doctor|Low|Very High|Outstanding|Low|Bad|Andrews|Female|71186|Blue Collar
Advertising|Group B|Part Time|Married|47|New York City|02/01/2018|Non Active|1|13|3 Years|2 Years|Bachelor|Low|Medium|Excellent|Medium|Best|Petty|Male|72576|White Collar
Public Relations|Group D|Part Time|Divorced|42|New York City|10/26/2014|Active|12|10|2 Years|1 Year|Masters|High|Medium|Outstanding|Medium|Better|Brennan|Female|73247|Blue Collar
Research and Development|Group D|Part Time|Single|38|Houston|09/10/2013|Non Active|4|19|2 Years|1 Year|College|Low|Low|Excellent|Very High|Bad|Lucas|Male|93596|Other
Customer Relations|Group A|Part Time|Divorced|35|New York City|03/08/2016|Active|7|13|1 Year|3 Years|Bachelor|Low|Low|Good|High|Good|Pugh|Female|90907|Other
Quality Assurance|Group D|Full Time|Divorced|49|Seattle|10/25/2013|Active|12|8|2 Years|1 Year|Doctor|Low|Low|Outstanding|Very High|Good|Copeland|Female|111962|White Collar
Sales and Marketing|Group C|Part Time|Divorced|42|Seattle|05/01/2017|Non Active|8|11|3 Years|3 Years|Bachelor|High|Low|Excellent|High|Bad|Morrow|Female|114615|Other
Customer Service|Group B|Full Time|Single|38|Seattle|01/19/2018|Non Active|8|12|1 Year|1 Year|Masters|Low|Medium|Low|Very High|Best|Jimenez|Male|106696|Other
Legal Department|Group D|Full Time|Single|46|Los Angeles|05/09/2015|Active|7|14|2 Years|2 Years|Doctor|High|Medium|Excellent|Medium|Good|Estrada|Male|92890|Other
Customer Service|Group D|Part Time|Single|36|Los Angeles|01/21/2017|Non Active|9|18|3 Years|2 Years|Doctor|Medium|Very High|Outstanding|Low|Good|Stephenson|Female|103900|Other
Human Resources|Group A|Part Time|Married|27|Los Angeles|07/05/2015|Active|12|7|1 Year|3 Years|Doctor|Medium|Very High|Good|Very High|Good|Higgins|Female|78987|White Collar
Customer Service|Group C|Full Time|Divorced|61|Los Angeles|06/03/2015|Non Active|4|15|3 Years|2 Years|College|Very High|Low|Low|Medium|Good|Lindsey|Male|96289|Other
Public Relations|Group C|Full Time|Single|31|Seattle|01/16/2013|Active|2|15|2 Years|2 Years|Masters|Medium|Very High|Good|High|Best|Burch|Female|102169|Blue Collar
Sales and Marketing|Group A|Full Time|Divorced|33|Houston|12/24/2015|Non Active|7|19|3 Years|2 Years|College|High|Low|Low|High|Best|West|Male|107995|Blue Collar
